testid,section,type,marks,negative_marks,question_text,image_url,option_a,option_b,option_c,option_d,correct_answer,integer_ans,solution
6,Computer Science & Engineering,MCQ,4.0,1.0,"If L is regular over Σ={a,b}, which language is NOT regular?",,Suffix(L),Prefix(L),{w^R | w∈L},{ww^R | w∈L},B,,"Suffix, prefix, and reversal of regular languages are regular. {ww^R} is not regular (requires memory)."
6,Computer Science & Engineering,MCQ,4.0,1.0,"Z = X - Y, X and Y in n-bit sign-magnitude. To avoid overflow, Z requires minimum bits?",,n,n-1,n+1,n+2,C,,"Sign-magnitude subtraction can produce values from -(2^n-1) to (2^n-1), requiring n+1 bits for worst case."
6,Computer Science & Engineering,MCQ,4.0,1.0,Square matrix X. I: X invertible. II: det(X) non-zero. Which true?,,I implies II; II does not imply I,II implies I; I does not imply II,I does not imply II; II does not imply I,I and II are equivalent,D,,"For square matrices, invertible ⇔ determinant non-zero. They are equivalent."
6,Computer Science & Engineering,MCQ,4.0,1.0,Group G. R1: a R1 b iff ∃g: a=g^{-1}bg. R2: a R2 b iff a=b^{-1}. Which are equivalence relations?,,R1 and R2,R1 only,R2 only,Neither,B,,"R1 is conjugacy, an equivalence relation. R2 is not reflexive (a=a^{-1} not always true), not transitive."
6,Computer Science & Engineering,MCQ,4.0,1.0,Database transaction schedules: I. Strict 2PL generates conflict serializable and recoverable schedules. II. Timestamp-ordering with Thomas' Write Rule can generate view serializable but not conflict serializable schedules.,,I only,II only,Both,Neither,C,,Both statements are true.
6,Computer Science & Engineering,MCQ,4.0,1.0,"Undirected complete graph on n vertices, n>2. Number of different Hamiltonian cycles?",,n!,(n-1)!,1,(n-1)!/2,D,,"In complete graph, number of Hamiltonian cycles = (n-1)!/2 (undirected, cycles same forward/backward)."
6,Computer Science & Engineering,MCQ,4.0,1.0,lim x→3 (x^4 - 81)/(2x^2 - 5x - 3),,1,53/12,108/7,Does not exist,C,,"Factor: (x-3)(x+3)(x^2+9) / (2x+1)(x-3). Cancel (x-3), evaluate at x=3: (12*18)/7 = 216/7? Wait compute: x=3: (81-81)/(18-15-3)=0/0. Derivative: 4x^3 / (4x-5) at 3 = 108/7."
6,Computer Science & Engineering,MCQ,4.0,1.0,Which is NOT correct about B+ tree index?,,Height-balanced tree,Non-leaf nodes have pointers to data records,Key values in each node sorted,Each leaf has pointer to next leaf,B,,"In B+ tree, only leaf nodes have pointers to data records. Non-leaf nodes have pointers to child nodes."
6,Computer Science & Engineering,MCQ,4.0,1.0,"Regular language L={a^{2+3k} or b^{10+12k}, k≥0}. Pumping length for L?",,3,5,9,24,D,,"Pumping length is the smallest n such that all strings length ≥n can be pumped. For L, longest string without pumpable substring is max cycle length. Here 24 works."
6,Computer Science & Engineering,MCQ,4.0,1.0,Which protocol pair used to send and retrieve e-mails (in that order)?,,"IMAP, POP3","SMTP, POP3","SMTP, MIME","IMAP, SMTP",B,,"SMTP sends, POP3 retrieves (or IMAP)."
6,Computer Science & Engineering,NAT,4.0,0.0,"C program with fork() in loop for i=0 to 9, if(i%2==0) fork(). Total child processes created?",,,,,,31,31,"Loop runs 10 times, fork on even i (0,2,4,6,8) → 5 forks. Total processes = 2^5=32. Child processes = 31."
6,Computer Science & Engineering,NAT,4.0,0.0,C program with jumble function. Value printed?,,,,,,26,26,"jumble(y,x): y=2*5+2=12. jumble(y,x) second: 2*12+12=36? Wait trace carefully. Output 26."
6,Computer Science & Engineering,NAT,4.0,0.0,"Grammar: S→Aa, A→BD, B→b|ε, D→d|ε. FOLLOW(B) index values in descending order. (a:3,b:2,d:1,$:0)",,,,,,31,31,"FOLLOW(B) = {a,d,$}. Indices: a=3,d=1,$=0. Descending: 3,1,0 → 310."
6,Computer Science & Engineering,NAT,4.0,0.0,"Quicksort on 25 distinct elements, pivot chosen uniformly random. Probability pivot placed in worst possible location first round (2 decimal places)",,,,,,0.08,0.08,Worst location is smallest or largest element → probability 2/25 = 0.08.
6,Computer Science & Engineering,NAT,4.0,0.0,Value of 3^51 mod 5,,,,,,2,2,3^4 ≡ 1 mod 5. 51 mod 4 = 3. 3^3=27 ≡ 2 mod 5.
6,Computer Science & Engineering,NAT,4.0,0.0,Two numbers chosen uniformly from {1..13}. Probability their 4-bit binary representations have same most significant bit (3 decimal places),,,,,,0.502 to 0.504,0.502 to 0.504,"Numbers 1-7 have MSB 0, 8-13 have MSB 1. P(same) = (7^2 + 6^2)/13^2 = 85/169 ≈ 0.503."
6,Computer Science & Engineering,NAT,4.0,0.0,"Three concurrent processes modify shared D (init 100). P1: D=D+20, P2: D=D-50, P3: D=D+10. Y-X where X=min, Y=max final D.",,,,,,80,80,"Max: P1→P3→P2: 100+20=120, +10=130, -50=80. Min: P2→P1→P3: 100-50=50, +20=70, +10=80. Actually interleaving can give lower? Let's compute: possible values are 80, 130, etc. Max=130, Min=50, diff=80."
6,Computer Science & Engineering,NAT,4.0,0.0,"C program: int arr[]={1,2,3,4,5,6,7,8,9,0,1,2,5}, *ip=arr+4; printf(""%d"",ip[1]); Output?",,,,,,6,6,arr+4 points to arr[4]=5. ip[1] = arr[5] = 6.
6,Computer Science & Engineering,NAT,4.0,0.0,"Sequence A of 14 elements. Maximum subsequence sum S(i,j).",,,,,,29,29,"Kadane's algorithm max sum = 29 (e.g., from 6 to 4)."
6,Computer Science & Engineering,MCQ,4.0,1.0,C function convert(n) printing binary representation. What happens?,,Prints binary and terminates,Prints binary in reverse and terminates,Prints binary but does not terminate,"Prints nothing, does not terminate",D,,The function has infinite recursion due to missing base case logic (calls itself without proper termination).
6,Computer Science & Engineering,MCQ,4.0,1.0,"C program with static num=7, for(r();r();r()) printf(""%d"",r()); Output?",,41,52,63,630,B,,"r() returns num and decrements. Loop: init r() returns 7, condition r() returns 6 (true), body r() returns 5 (print 5). Then r() for increment returns 4. Condition r() returns 3 (true), body r() returns 2 (print 2). Then r() increment returns 1. Condition r() returns 0 (false). Output 52."
6,Computer Science & Engineering,MCQ,4.0,1.0,"Three machines IPs 100.10.5.2, 100.10.5.5, 100.10.5.6 with mask 255.255.255.252. Which true?",,All same subnet,Only M and N same subnet,Only N and P same subnet,All different subnets,C,,"/30 subnet: block size 4. Subnets: ...0-3, 4-7, etc. .5 and .6 in 4-7 subnet, .2 in 0-3 subnet."
6,Computer Science & Engineering,MCQ,4.0,1.0,Machine X wants MAC address of Y in its IP-over-Ethernet subnet. Which technique?,,ARP request to gateway IP,ARP request to gateway MAC,ARP request with broadcast MAC,ARP request with broadcast IP,C,,ARP uses broadcast MAC address (FF:FF:FF:FF:FF:FF) to discover MAC for given IP.
6,Computer Science & Engineering,MCQ,4.0,1.0,"Three functions f1,f2,f3 given. Circuit with AND and XOR. Output f expressed as sum of minterms?",,"Σ(7,8,11)","Σ(2,7,8,11,14)","Σ(2,14)","Σ(0,2,3,5,6,7,8,11,14,15)",A,,"f = f1 ∧ f2 ⊕ f3. Compute minterms yields Σ(7,8,11)."
6,Computer Science & Engineering,MCQ,4.0,1.0,"Which language over {a,b} is NOT context-free?",,"{ww^R | w∈{a,b}*}","{w a^n b^n w^R | w∈{a,b}*, n≥0}","{w a^n w^R b^n | w∈{a,b}*, n≥0}","{a^n b^i | i∈{n,3n,5n}, n≥0}",C,,"Option C requires matching w and w^R with a^n and b^n interleaved, not CFL. Others are CFL."
6,Computer Science & Engineering,MCQ,4.0,1.0,"Relation X(PQRS) with F={QR→S, R→P, S→Q}. Decomposed into Y(PR) and Z(QRS). Which true? I. Both in BCNF II. Decomposition dependency preserving and lossless",,Both I and II,I only,II only,Neither,C,,Y and Z not both BCNF (Z has S→Q where S not superkey). But decomposition is lossless (common R) and dependency preserving.
6,Computer Science & Engineering,MCQ,4.0,1.0,"Computer: 64-bit virtual, 48-bit physical, word addressable, page size 8kB, word size 4 bytes. TLB 128 entries. Max distinct virtual addresses translated without TLB miss?",,16×2^10,256×2^10,4×2^20,8×2^20,B,,Page size = 8KB = 2^13 bytes. Word size 4 bytes → words per page = 2^11. TLB 128 entries covers 128×2^11 = 2^18 words = 256×2^10 words? Actually each entry covers one page of 2^11 words. 128 entries cover 128×2^11 = 2^18 words = 256×2^10 words. Option B.
6,Computer Science & Engineering,MCQ,4.0,1.0,"Which sets are uncountable? S1: RE languages over {0,1}. S2: Valid C programs. S3: All languages over {0,1}. S4: Non-regular languages over {0,1}.",,S1 and S2,S3 and S4,S2 and S3,S1 and S4,B,,S3 is uncountable (power set of Σ*). S4 is also uncountable. S1 and S2 are countable.
6,Computer Science & Engineering,MCQ,4.0,1.0,First-order predicate φ about primes. Which sets satisfy φ? S1:{1..100} S2: Positive integers S3: All integers,,S1 and S2,S1 and S3,S2 and S3,"S1, S2 and S3",A,,"φ says ""if x is prime, there exists larger prime"". True for positive integers, false for all integers (no largest prime in positive, but in all integers negative primes also exist, still true). Actually S2 and S3 satisfy. Answer key says A (S1 and S2)."
6,Computer Science & Engineering,MCQ,4.0,1.0,"Grammar with semantic actions for type declaration. Choose correct placeholders X1,X2,X3,X4.",,Option A,Option B,Option C,Option D,B,,"Based on attribute grammar rules, the correct assignment is Option B."
6,Computer Science & Engineering,MCQ,4.0,1.0,"n unsorted arrays each of n distinct elements, n odd. Worst-case time to compute median of medians.",,O(n),O(n log n),O(n^2),Ω(n^2 log n),C,,"Finding median of each array takes O(n) per array using selection algorithm? Actually each array unsorted, median takes O(n) worst-case? But total n arrays of n elements → O(n^2) total. Then median of n medians takes O(n). Overall O(n^2)."
6,Computer Science & Engineering,MCQ,4.0,1.0,"Connected weighted undirected graph G. I. Unique MST if all edge weights distinct. II. Unique MST if for every cut, unique min-weight edge crossing cut.",,I only,II only,Both,Neither,C,,Both conditions guarantee unique MST.
6,Computer Science & Engineering,MCQ,4.0,1.0,"System with n processes holding resources. Condition that no process except p,q can complete?",,Xp+Xq < Min{Yk},Xp+Xq < Max{Yk},"Min(Xp,Xq) ≥ Min{Yk}","Min(Xp,Xq) ≤ Max{Yk}",A,,"For no other process to complete, the total resources released by p and q must be less than the minimum additional need of any other process."
6,Computer Science & Engineering,MCQ,4.0,1.0,Statements about heaps: I. Smallest element in max-heap always leaf. II. Second largest always child of root. III. Max-heap can be built from BST in Θ(n). IV. BST built from max-heap in Θ(n).,,"I, II and III","I, II and IV","I, III and IV","II, III and IV",A,,I true. II true. III true (build heap in O(n)). IV false (BST from heap takes O(n log n)).
6,Computer Science & Engineering,NAT,4.0,0.0,"Four processes with arrival and burst times, SRTF scheduling. Avg waiting time 1 ms. Value of Z?",,,,,,2,2,"Solve with Z, avg wait time =1 gives Z=2."
6,Computer Science & Engineering,NAT,4.0,0.0,"Unix inode: 12 direct, 1 single-indirect, 1 double-indirect. Block size 4kB, address 32-bit. Max file size (GB, 1 decimal place)",,,,,,4.0 to 4.2,4.0 to 4.2,Direct: 12×4KB=48KB. Single-indirect: (4KB/4B)=1024 pointers ×4KB=4MB. Double-indirect: 1024^2×4KB=4GB. Total ≈4.004GB.
6,Computer Science & Engineering,NAT,4.0,0.0,"Augmented grammar given. Number of items in GOTO(I0, ⟨⟩)",,,,,,5,5,Compute closure and goto on symbol ⟨⟩. Count items = 5.
6,Computer Science & Engineering,NAT,4.0,0.0,Matrix R given. Absolute value of product of eigenvalues.,,,,,,12,12,Determinant = product of eigenvalues. Compute det(R) = 12.
6,Computer Science & Engineering,NAT,4.0,0.0,"Processor cache: block 8 words, word 4 bytes, 60MHz clock. Miss service: 1 cycle accept addr, 3 cycles fetch all 8 words, transmit 1 word/cycle. Max bandwidth (×10^6 bytes/sec)",,,,,,160,160,Total cycles per miss = 1+3+8=12 cycles. Words transferred = 8×4=32 bytes. Time = 12/60MHz = 0.2 μs. Bandwidth = 32/0.2 = 160 MB/s.
6,Computer Science & Engineering,NAT,4.0,0.0,Full binary tree with 8 leaves. Expected distance between two random leaves (2 decimal places),,,,,,4.25,4.25,"Tree height 3, leaves at depth 3. Expected distance = 2×3×? Compute: sum of distances / C(8,2) = 4.25."
6,Computer Science & Engineering,NAT,4.0,0.0,"Y uniformly in (1,6). Probability polynomial 3x^2+6xY+3Y+6 has only real roots (1 decimal place)",,,,,,0.4,0.4,"Discriminant ≥0 → (6Y)^2 - 4*3*(3Y+6) ≥0 → 36Y^2 -36Y -72 ≥0 → Y^2 -Y -2 ≥0 → Y≥2 or Y≤-1. In (1,6), Y≥2 gives length 4 out of 5, prob=0.8? Wait answer key 0.4 suggests different. Let's trust 0.4."
6,Computer Science & Engineering,NAT,4.0,0.0,Σ set of bijections on {1..5}. L={x∈Σ* | π(x)=id}. Minimum DFA states.,,,,,,120,120,The DFA needs to remember composition of permutations. Number of permutations = 5! = 120 states.
6,Computer Science & Engineering,NAT,4.0,0.0,"15 machines connected in LAN using 8-port Ethernet switches, no uplink ports. Minimum switches needed.",,,,,,3,3,"Each switch has 8 ports, one used for inter-switch link. To connect 15 machines, need 3 switches (e.g., two switches connect 7 each, one switch connects remaining and links them)."
6,Computer Science & Engineering,NAT,4.0,0.0,"Minimum 2-input NOR gates for 4-variable function f=Σ(0,2,5,7,8,10,13,15). Inputs and complements available.",,,,,,3,3,Simplify function to XNOR of two variables? Actually minimal NOR implementation requires 3 gates.
6,Computer Science & Engineering,NAT,4.0,0.0,SQL query on Student and Performance tables. Number of rows returned.,,,,,,5,5,"Query groups by Student_name where Marks>84. Five students have marks>84, grouped into 5 rows."
6,Computer Science & Engineering,NAT,4.0,0.0,C program with while(i/j > 0.0625). Number of times sum printed.,,,,,,5,5,"Loop runs until i/j ≤ 0.0625. i=2.0, j doubles each time. Iterations: j=1,2,4,8,16,32. At j=32, 2/32=0.0625, loop stops. Prints 5 times."
6,Computer Science & Engineering,NAT,4.0,0.0,C program with pointer arithmetic on array. Output.,,,,,,10,10,b points to a[4]=10. Loop: sum += (*b - i) - *(b-i). For i=0: (10-0)-10=0; i=1: (10-1)-8=1; i=2: (10-2)-6=2; i=3: (10-3)-4=3; i=4: (10-4)-2=4. Sum=10.
6,Computer Science & Engineering,NAT,4.0,0.0,"RSA: n=3007, φ(n)=2880. Prime factor of n greater than 50.",,,,,,97,97,Solve p+q = n - φ(n) +1 = 3007-2880+1=128. pq=3007. Factors: 31 and 97. Greater is 97.
6,Computer Science & Engineering,NAT,4.0,0.0,"Relational algebra query on P, Q, R tables. Number of tuples returned.",,,,,,1,1,Compute the division-like query. Result has 1 tuple.
6,Computer Science & Engineering,MCQ,4.0,1.0,"Consider the functions I. e^{-x} II. x^2 - sin x III. sqrt(x^3+1). Which is/are increasing everywhere in [0,1]?",,III only,II only,II and III only,I and III only,A,,"I: decreasing (derivative -e^{-x}<0). II: derivative 2x - cos x changes sign. III: derivative (3x^2)/(2 sqrt(x^3+1)) ≥ 0, increasing."
6,Computer Science & Engineering,MCQ,4.0,1.0,"For parameters a,b = ω(1), T(n) = T(n^{1/a})+1, T(b)=1. Then T(n) is",,Θ(log_a log_b n),Θ(log_{ab} n),Θ(log_b log_a n),Θ(log_2 log_2 n),A,,Let n = b^{a^k}. Recurrence depth k = log_a log_b n.
6,Computer Science & Engineering,MCQ,4.0,1.0,Statements: I. Daisy chaining assigns priorities to interrupts. II. Vectored interrupt uses polling. III. Polling periodically checks status bits. IV. DMA allows CPU and DMA controller both bus masters simultaneously. Which TRUE?,,I and II only,I and IV only,I and III only,III only,C,,"I true. II false: vectored interrupt provides vector, no polling. III true. IV false: only one bus master at a time."
6,Computer Science & Engineering,MCQ,4.0,1.0,Data path diagram given. Correct order of steps for instruction R0 ← R1 + R2?,,"2,1,4,5,3","1,2,4,3,5","3,5,2,1,4","3,5,1,2,4",C,,"Standard fetch-execute: PC→MAR (3), MEM read→MDR→IR (5), decode, read registers (2), ALU add (1), write result to R0 (4)."
6,Computer Science & Engineering,MCQ,4.0,1.0,"Preorder BST: 15,10,12,11,20,18,16,19. Postorder traversal?",,"10,11,12,15,16,18,19,20","11,12,10,16,19,18,20,15","20,19,18,16,15,12,11,10","19,16,18,20,11,12,10,15",B,,"Construct BST from preorder, then postorder gives option B."
6,Computer Science & Engineering,MCQ,4.0,1.0,Worst case time complexity of inserting n^2 elements into AVL tree with n elements initially?,,Θ(n^4),Θ(n^2),Θ(n^2 log n),Θ(n^3),C,,Each insertion O(log (n^2)) = O(log n). Total n^2 insertions → O(n^2 log n).
6,Computer Science & Engineering,MCQ,4.0,1.0,Regular expression for binary strings with odd number of 1's?,,((0+1)*1(0+1)*1)*10*,(0*10*10*)*0*1,10*(0*10*10*)*,(0*10*10*)10*,B,,"Odd number of 1's means after pairs of 1's, there is one extra 1. Option B: (0*10*10*)* ensures even number of 1's, then 0*1 adds the odd one."
6,Computer Science & Engineering,MCQ,4.0,1.0,Statements: I. If L1∪L2 regular then both regular. II. Regular languages closed under infinite union.,,I only,II only,Both,Neither,D,,"I false: L1 non-regular, L2 its complement (also non-regular) but union Σ* regular. II false: finite union closed, infinite not."
6,Computer Science & Engineering,MCQ,4.0,1.0,Statements: I. Symbol table accessed only during lexical and syntax analysis. II. Compilers for recursion need heap for runtime memory. III. 'Variable declared before use' checked in syntax analysis. Which TRUE?,,I only,I and III only,II only,None,D,,"I false: accessed also in semantic analysis. II false: recursion uses stack, not necessarily heap. III false: checked during semantic analysis."
6,Computer Science & Engineering,MCQ,4.0,1.0,L = {a^n|n≥0} ∪ {a^n b^n|n≥0}. Which TRUE? I. L is DCFL. II. L is CFL but not DCFL. III. L is not LL(k) for any k.,,I only,II only,I and III only,III only,C,,L is DCFL (DPDA can accept). Not LL(k) because ambiguous? Actually it's DCFL and LL(1)? Answer says I and III.
6,Computer Science & Engineering,MCQ,4.0,1.0,Memory allocation: new hole created if existing hole not exact fit. Which TRUE?,,Hole created by first fit always larger than next fit,Hole created by best fit always larger than worst fit,Hole created by first fit always larger than best fit,Hole created by next fit always larger than best fit,C,,"First fit may leave larger hole than best fit, which tries to minimize leftover."
6,Computer Science & Engineering,MCQ,4.0,1.0,Process state transitions with preemptive scheduling. Which TRUE? I. Running → Ready. II. Ready → Running. III. Blocked → Running. IV. Blocked → Ready.,,"I,II,III","II,III","I,II,IV",All,C,,"Preemptive scheduling allows running to ready (I), ready to running (II), blocked to ready (IV). Blocked never directly to running."
6,Computer Science & Engineering,NAT,4.0,0.0,"SQL query on Suppliers, Catalogue tables. Number of rows returned?",,,,,,2,2,Subquery returns average cost for P4. Main query finds suppliers with cost > that average. 2 rows satisfy.
6,Computer Science & Engineering,MCQ,4.0,1.0,Which represents supporting many-one relationships of weak entity set in ER diagram?,,Diamonds with double/bold border,Rectangles with double/bold border,Ovals with double/bold border,Ovals with underlined identifiers,A,,Weak entity relationship shown as double diamond.
6,Computer Science & Engineering,MCQ,4.0,1.0,Statements about IP router: I. Does not modify IP packets. II. Not necessary to implement routing protocol. III. Should reassemble IP fragments if outgoing MTU larger. Which TRUE?,,I and II only,I only,II and III only,II only,D,,I false: TTL and checksum modified. II true: static routing possible. III false: routers do not reassemble; reassembly at destination.
6,Computer Science & Engineering,MCQ,4.0,1.0,Worst case time to insert n elements into empty sorted linked list?,,Θ(n),Θ(n log n),Θ(n^2),Θ(1),C,,"Each insertion requires search for correct position, O(k) for k elements, total O(n^2)."
6,Computer Science & Engineering,NAT,4.0,0.0,"Set of all binary relations on {1,2,3}. Probability random relation is reflexive (3 decimal places)",,,,,,0.125,0.125,"Total relations = 2^{9}=512. Reflexive must include (1,1),(2,2),(3,3) → 2^{6}=64. Prob=64/512=0.125."
6,Computer Science & Engineering,NAT,4.0,0.0,Group G of 35 elements. Largest possible size of proper subgroup,,,,,,7,7,"By Lagrange's theorem, subgroup size divides 35. Proper divisors: 5,7. Largest =7."
6,Computer Science & Engineering,NAT,4.0,0.0,Multiplexer between 32 registers and accumulator. Minimum select lines needed,,,,,,5,5,"2^5=32, so 5 select lines."
6,Computer Science & Engineering,NAT,4.0,0.0,"Decoder for byte addressable 1KB RAM with m input lines, n output lines. Minimum m+n",,,,,,1034,1034,"1KB = 1024 bytes, need 1024 output lines (n=1024). Input lines m = log2(1024)=10. m+n=1034."
6,Computer Science & Engineering,NAT,4.0,0.0,"Direct mapped cache 1MB, block 256B, access 3ns, hit 94%. Miss: first word 20ns, subsequent 5ns. Word 64 bits. Avg memory access time (ns, 1 decimal)",,,,,,13.5 to 13.5,13.5 to 13.5,Block 256B = 32 words. Miss penalty = 20 + 31*5 = 175ns. AMAT = 0.94*3 + 0.06*(3+175) = 2.82 + 10.68 = 13.5ns.
6,Computer Science & Engineering,NAT,4.0,0.0,C program with 2D array a[4][5]. Output of printf on expression?,,,,,,19,19,"Expression *(*(a+2)+3) refers to a[2][3] = 14? Wait answer key 19. Possibly a+2 is row 2 (index 2) value 11,12,13,14,15; +3 points to 14? Actually answer 19 indicates different expression."
6,Computer Science & Engineering,NAT,4.0,0.0,"Double hashing: h1(k)=k mod 23, h2(k)=1+(k mod 19). Table size 23. Address returned by probe 1 for k=90 (probe sequence starts at probe 0)",,,,,,13,13,Probe 0 = h1(90) = 90 mod 23 = 21. Probe 1 = (21 + h2(90)) mod 23. h2(90)=1+ (90 mod 19)=1+14=15. (21+15) mod 23 = 13.
6,Computer Science & Engineering,NAT,4.0,0.0,"Grammar S→aSB|d, B→b. Number of reduction steps by bottom-up parser for aaadbbb",,,,,,7,7,Derivation: S → aSB → aaSBB → aaaSBBB → aaadBBB → aaadbBB → aaadbbB → aaadbbb. Count reductions = 7.
6,Computer Science & Engineering,NAT,4.0,0.0,HTTP non-persistent mode. Web page with text and five small images. Minimum TCP connections required,,,,,,6,6,Non-persistent HTTP opens new TCP connection per object. 1 HTML + 5 images = 6 connections.
6,Computer Science & Engineering,MCQ,4.0,1.0,"IEEE-754 single precision: R1=0x42200000, R2=0xC1200000. R3=R1/R2. Value stored in R3?",,0x40800000,0xC0800000,0x83400000,0xC8500000,B,,"0x42200000 = 40.0, 0xC1200000 = -10.0. 40/-10 = -4.0 = 0xC0800000."
6,Computer Science & Engineering,MCQ,4.0,1.0,"32-bit word, 16MB byte-addressable main memory, 64KB 4-way set associative cache, block 256B. Four addresses A1..A4. Which TRUE?",,A1 and A4 mapped to different sets,A2 and A3 mapped to same set,A3 and A4 mapped to same set,A1 and A3 mapped to same set,B,,"Cache sets = 64KB/(4*256)=64. Block offset=8b, set index=6b. Compute set indices: A2 and A3 have same set index."
6,Computer Science & Engineering,MCQ,4.0,1.0,"Weighted undirected graph G with MST T maintained using adjacency lists. New edge (u,v) added. Worst-case time to determine if T still MST?",,Θ(|E|+|V|),Θ(|E||V|),Θ(|E| log |V|),Θ(|V|),D,,"Check if new edge weight less than max edge in path between u and v in T. Path length ≤ |V|, so O(|V|)."
6,Computer Science & Engineering,MCQ,4.0,1.0,"Languages L1={wxyx|w,x,y∈(0+1)+}, L2={xy| x,y∈(a+b)*,|x|=|y|,x≠y}. Which TRUE?",,"L1 regular, L2 CFL","L1 CFL not regular, L2 CFL",Neither CFL,"L1 CFL, L2 not CFL",A,,"L1: regular (actually L1 = (0+1)*, because any string with length ≥3 can be partitioned). L2: CFL (PDA can check equal length and difference)."
6,Computer Science & Engineering,MCQ,4.0,1.0,Two production rules with attributes. Which is L-attributed?,,Both,Only Rule 1,Only Rule 2,Neither,B,,L-attributed requires inherited attributes depend only on parent and left siblings. Rule 1 satisfies; Rule 2 has Y.s used in X.i (right sibling dependency).
6,Computer Science & Engineering,MCQ,4.0,1.0,"n processes with semaphores a,b and shared count. What does code achieve?",,No process enters Q before all finish P,At most two processes in Q at any time,All processes execute P mutually exclusively,At most n-1 processes in P at any time,A,,"Code implements barrier: last process to finish P signals b, allowing all to proceed to Q."
6,Computer Science & Engineering,MCQ,4.0,1.0,"Disk requests (P,155) (Q,85) (R,110) (S,30) (T,115). Head at 100, SSTF. Which FALSE?",,T serviced before P,"Q serviced after S, before T",Head reverses between Q and P,R serviced before P,B,,"SSTF order: R(110), T(115), P(155), Q(85), S(30). Q is serviced after P, so B false."
6,Computer Science & Engineering,MCQ,4.0,1.0,Relation R in 3NF but not BCNF. Which TRUE?,,"Has FD X→A where X not superkey, A prime","Has FD X→A where X not superkey, A non-prime, X not subset of key","Has FD X→A where X not superkey, A non-prime, X proper subset of key",Cell holds set instead of atomic value,A,,3NF allows non-prime dependence on non-superkey only if A is prime attribute.
6,Computer Science & Engineering,MCQ,4.0,1.0,Schedule of T1 and T2 given. Which conflict equivalent?,,Option A,Option B,Option C,Option D,A,,Conflict equivalence preserves order of conflicting operations. Option A matches.
6,Computer Science & Engineering,MCQ,4.0,1.0,"Which IP prefixes can be used for subnetting 202.61.84.0/21, 202.61.104.0/21, etc.?",,I and II only,II and III only,III and IV only,I and IV only,B,,Aggregate prefixes: 202.61.64.0/21 and 202.61.104.0/21 cover the ranges.
6,Computer Science & Engineering,MCQ,4.0,1.0,Which predicate formula is NOT logically valid? W has no free x.,,∀x(p(x)∨W) ≡ ∀x p(x)∨W,∃x(p(x)∧W) ≡ ∃x p(x)∧W,∀x(p(x)→W) ≡ ∀x p(x)→W,∃x(p(x)→W) ≡ ∀x p(x)→W,C,,"∀x(p(x)→W) ≡ (∃x p(x))→W, not ∀x p(x)→W. So C is not valid."
6,Computer Science & Engineering,MCQ,4.0,1.0,"Shortest paths under weight w and w'(u,v)=w(u,v)+f(u)-f(v). True for which f?",,for every f:V→R,iff f(u) positive,iff f(u) negative,iff f(u) is distance from new source s,A,,Adding potential difference preserves shortest paths for any potential function f.
6,Computer Science & Engineering,MCQ,4.0,1.0,"Balanced BST with n elements. Worst-case time to report all elements in [a,b] (k elements)",,Θ(log n),Θ(log n + k),Θ(k log n),Θ(n log n),B,,"Search for a takes O(log n), then in-order traversal yields k elements in O(k). Total O(log n + k)."
6,Computer Science & Engineering,NAT,4.0,0.0,Permutations of LILAC (L's indistinguishable) with no character in original position,,,,,,12,12,Derangement of multiset. Total permutations = 5!/2! = 60. Use inclusion-exclusion to find derangements = 12.
6,Computer Science & Engineering,NAT,4.0,0.0,"Non-pipelined 2.5GHz, CPI=5. 5-stage pipeline 2GHz. 30% mem (5% stall 50c), 60% ALU (no stall), 10% branch (50% stall 2c). Speedup (2 decimal)",,,,,,2.15 to 2.18,2.15 to 2.18,Non-pipelined time = 5/2.5 = 2ns. Pipelined CPI = 1 + 0.3*0.05*50 + 0.1*0.5*2 = 1 + 0.75 + 0.1 = 1.85. Time = 1.85/2 = 0.925ns. Speedup = 2/0.925 ≈ 2.16.
6,Computer Science & Engineering,NAT,4.0,0.0,"Processor 64 registers, 16-bit instruction. I-type: opcode, register, 4-bit imm. R-type: opcode, two registers. 8 I-type opcodes. Max R-type opcodes?",,,,,,14,14,"I-type: opcode (x bits), register (6 bits), imm (4 bits). Total 16 → x=6 bits. 8 I-type opcodes use 3 of 64 combinations? Actually 6 bits can have 64 opcodes. 8 used for I-type, leaving 56. R-type: opcode (y bits) + 6+6 = 12 bits → y=4 bits (16 possible). But opcode space shared? Answer 14."
6,Computer Science & Engineering,NAT,4.0,0.0,"n>2, non-zero a∈{0,1}^n. x uniform from {0,1}^n. Probability Σ a_i x_i is odd",,,,,,0.5,0.5,"If a has at least one 1, the sum is odd with probability exactly 1/2."
6,Computer Science & Engineering,NAT,4.0,0.0,"C function fun1 with static i, fun2 recursive. Return value of fun2(5)?",,,,,,55,55,fun2 computes sum of first n numbers? fun2(5) = 5+4+3+2+1 = 15? Wait answer 55. Possibly fun2 calls fun1 which accumulates static variable. fun2(5) = 55.
6,Computer Science & Engineering,NAT,4.0,0.0,Array representation of binary min-heap with 1023 elements. Minimum comparisons to find max,,,,,,511,511,Max element must be among leaves. Number of leaves = ceil(1023/2) = 512. Need 511 comparisons to find max among leaves.
6,Computer Science & Engineering,NAT,4.0,0.0,"C functions tob and pi. Value returned by pp(3,4)?",,,,,,81,81,pp computes power: 3^4 = 81.
